airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Jet Airways,2019-06-27,Delhi,Cochin,09:40:00,12:35:00,1615,2.0,In-flight meal not included,11118
Air India,2019-05-01,Kolkata,Banglore,09:25:00,05:25:00,1200,2.0,No Info,14687
Jet Airways,2019-06-12,Delhi,Cochin,09:35:00,12:35:00,1620,2.0,No Info,13292
Multiple Carriers,2019-06-27,Delhi,Cochin,07:00:00,19:00:00,720,1.0,No Info,12192
Indigo,2019-06-24,Delhi,Cochin,11:25:00,01:30:00,845,1.0,No Info,5684
Air Asia,2019-06-15,Delhi,Cochin,16:45:00,07:10:00,865,1.0,No Info,6853
Jet Airways,2019-06-27,Delhi,Cochin,18:20:00,19:00:00,1480,2.0,No Info,14300
Jet Airways,2019-04-12,Banglore,Delhi,08:20:00,11:20:00,180,0.0,No Info,7229
Jet Airways,2019-03-24,Kolkata,Banglore,06:30:00,23:25:00,1015,1.0,In-flight meal not included,8824
Indigo,2019-06-15,Delhi,Cochin,05:35:00,08:50:00,195,0.0,No Info,5601
Jet Airways,2019-03-01,Banglore,New Delhi,08:00:00,16:10:00,490,1.0,No Info,22270
Spicejet,2019-03-15,Banglore,New Delhi,15:35:00,23:40:00,485,1.0,No Info,5822
Air Asia,2019-05-15,Banglore,Delhi,04:55:00,07:45:00,170,0.0,No Info,4282
Jet Airways,2019-03-21,Delhi,Cochin,13:00:00,18:50:00,1790,2.0,No Info,13082
Jet Airways,2019-06-09,Kolkata,Banglore,14:05:00,22:35:00,510,1.0,In-flight meal not included,10844
Air India,2019-06-01,Delhi,Cochin,13:15:00,09:25:00,1210,2.0,No Info,10467
Jet Airways,2019-05-15,Kolkata,Banglore,16:30:00,12:00:00,1170,1.0,No Info,14781
Air India,2019-06-09,Chennai,Kolkata,11:40:00,13:55:00,135,0.0,No Info,4667
Jet Airways,2019-05-21,Kolkata,Banglore,20:00:00,22:35:00,1595,1.0,In-flight meal not included,10844
Jet Airways,2019-06-06,Delhi,Cochin,19:45:00,04:25:00,520,1.0,In-flight meal not included,10262
Indigo,2019-05-03,Kolkata,Banglore,22:15:00,00:50:00,155,0.0,No Info,4804
Multiple Carriers,2019-06-12,Delhi,Cochin,10:20:00,19:15:00,535,1.0,No Info,8266
Jet Airways,2019-06-09,Delhi,Cochin,13:00:00,04:25:00,925,1.0,In-flight meal not included,10262
Jet Airways,2019-03-06,Banglore,New Delhi,07:00:00,21:20:00,860,1.0,No Info,16736
Jet Airways,2019-03-21,Delhi,Cochin,09:40:00,18:50:00,550,2.0,No Info,11702
Vistara,2019-05-01,Kolkata,Banglore,07:10:00,09:05:00,1555,1.0,No Info,8452
Indigo,2019-03-24,Kolkata,Banglore,22:10:00,00:55:00,165,0.0,No Info,6985
Jet Airways,2019-05-18,Delhi,Cochin,11:30:00,19:00:00,450,1.0,No Info,15554
Spicejet,2019-06-18,Mumbai,Hyderabad,22:45:00,00:15:00,90,0.0,No check-in baggage included,1965
Air India,2019-03-24,Kolkata,Banglore,07:00:00,13:45:00,1845,2.0,No Info,12829
Air India,2019-06-24,Delhi,Cochin,03:50:00,19:15:00,925,1.0,No Info,8669
Air India,2019-05-15,Delhi,Cochin,05:55:00,07:40:00,1545,2.0,No Info,11543
Multiple Carriers,2019-06-09,Delhi,Cochin,09:15:00,19:00:00,585,1.0,No Info,11622
Jet Airways,2019-06-27,Delhi,Cochin,05:30:00,19:00:00,810,2.0,In-flight meal not included,11507
Jet Airways,2019-05-18,Kolkata,Banglore,21:10:00,04:40:00,450,1.0,No Info,13941
Air India,2019-06-03,Delhi,Cochin,12:20:00,19:15:00,1855,2.0,No Info,12488
Goair,2019-03-03,Banglore,New Delhi,20:55:00,23:50:00,175,0.0,No Info,7222
Multiple Carriers,2019-06-15,Delhi,Cochin,10:20:00,19:00:00,520,1.0,No Info,11789
Indigo,2019-06-21,Banglore,Delhi,18:15:00,21:20:00,185,0.0,No Info,4990
Jet Airways,2019-06-09,Kolkata,Banglore,08:25:00,04:40:00,1215,1.0,In-flight meal not included,8586
Indigo,2019-06-15,Banglore,Delhi,08:30:00,11:20:00,170,0.0,No Info,4823
Vistara,2019-06-27,Banglore,Delhi,11:30:00,14:20:00,170,0.0,No Info,4668
Air India,2019-06-12,Kolkata,Banglore,05:50:00,13:15:00,445,2.0,No Info,7662
Air India,2019-06-24,Banglore,Delhi,10:00:00,12:45:00,165,0.0,No Info,6961
Multiple Carriers,2019-03-03,Delhi,Cochin,04:00:00,11:30:00,450,1.0,No Info,14973
Multiple Carriers,2019-06-27,Delhi,Cochin,08:45:00,19:15:00,630,1.0,No Info,8266
Air India,2019-03-12,Mumbai,Hyderabad,21:00:00,19:25:00,1345,1.0,No Info,10943
Indigo,2019-05-09,Delhi,Cochin,05:05:00,12:10:00,425,1.0,No Info,6818
Jet Airways,2019-06-09,Delhi,Cochin,19:30:00,04:25:00,535,2.0,In-flight meal not included,10368
Indigo,2019-04-27,Banglore,Delhi,18:55:00,21:50:00,175,0.0,No Info,4823
Jet Airways,2019-05-27,Delhi,Cochin,16:00:00,12:35:00,1235,1.0,In-flight meal not included,12898
Spicejet,2019-05-18,Kolkata,Banglore,06:55:00,09:30:00,155,0.0,No check-in baggage included,3841
Air India,2019-03-09,Delhi,Cochin,17:20:00,09:25:00,965,1.0,No Info,12415
Vistara,2019-05-09,Kolkata,Banglore,20:20:00,10:45:00,865,1.0,No Info,8452
Air India,2019-05-18,Delhi,Cochin,09:45:00,09:25:00,1420,1.0,No Info,8372
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,09:15:00,1160,1.0,No Info,14231
Jet Airways,2019-04-15,Banglore,Delhi,18:55:00,22:00:00,185,0.0,No Info,7229
Spicejet,2019-05-18,Delhi,Cochin,06:05:00,11:20:00,315,1.0,No Info,6297
Spicejet,2019-05-12,Mumbai,Hyderabad,13:15:00,14:45:00,90,0.0,No Info,2227
Air India,2019-03-27,Delhi,Cochin,09:45:00,09:25:00,1420,2.0,No Info,7090
Jet Airways,2019-06-24,Delhi,Cochin,10:00:00,19:00:00,540,1.0,In-flight meal not included,10262
Air India,2019-05-09,Banglore,Delhi,21:05:00,23:55:00,170,0.0,No Info,6121
Air India,2019-06-06,Delhi,Cochin,09:00:00,19:15:00,615,1.0,No Info,8372
Air India,2019-05-03,Banglore,Delhi,06:10:00,08:55:00,165,0.0,No Info,5228
Indigo,2019-03-15,Banglore,New Delhi,10:10:00,13:00:00,170,0.0,No Info,6144
Multiple Carriers,2019-05-27,Delhi,Cochin,07:05:00,22:30:00,925,1.0,No Info,9856
Goair,2019-06-01,Banglore,Delhi,07:45:00,10:40:00,175,0.0,No Info,5048
Spicejet,2019-06-24,Delhi,Cochin,08:45:00,13:15:00,270,1.0,No check-in baggage included,4760
Indigo,2019-06-27,Delhi,Cochin,05:35:00,08:50:00,195,0.0,No Info,5000
Indigo,2019-06-18,Delhi,Cochin,14:20:00,17:35:00,195,0.0,No Info,5000
Air Asia,2019-04-27,Delhi,Cochin,16:45:00,22:25:00,340,1.0,No Info,6451
Spicejet,2019-05-15,Banglore,Delhi,09:30:00,12:20:00,170,0.0,No check-in baggage included,4319
Spicejet,2019-04-21,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No Info,4911
Goair,2019-04-15,Delhi,Cochin,10:35:00,19:35:00,540,1.0,No Info,5752
Air India,2019-05-06,Kolkata,Banglore,10:00:00,10:00:00,1440,2.0,No Info,14298
Jet Airways,2019-06-09,Delhi,Cochin,19:15:00,19:00:00,1425,1.0,In-flight meal not included,10577
Multiple Carriers,2019-06-27,Delhi,Cochin,14:55:00,22:30:00,455,1.0,In-flight meal not included,6093
Jet Airways,2019-05-21,Delhi,Cochin,14:00:00,19:00:00,300,1.0,No Info,16079
Indigo,2019-04-09,Kolkata,Banglore,19:35:00,00:10:00,275,1.0,No Info,4860
Jet Airways,2019-03-12,Banglore,New Delhi,18:55:00,18:25:00,1410,1.0,In-flight meal not included,11087
Jet Airways,2019-05-24,Kolkata,Banglore,21:10:00,09:20:00,730,1.0,In-flight meal not included,9663
Jet Airways,2019-05-18,Kolkata,Banglore,09:35:00,22:05:00,750,1.0,In-flight meal not included,12384
Multiple Carriers,2019-05-21,Delhi,Cochin,11:30:00,01:30:00,840,1.0,No Info,14067
Jet Airways,2019-03-24,Kolkata,Banglore,08:25:00,12:00:00,1655,1.0,In-flight meal not included,10031
Indigo,2019-03-03,Banglore,New Delhi,20:00:00,22:55:00,175,0.0,No Info,6860
Multiple Carriers,2019-04-24,Delhi,Cochin,07:10:00,16:10:00,540,1.0,In-flight meal not included,6093
Air India,2019-05-15,Delhi,Cochin,17:15:00,19:15:00,1560,2.0,No Info,13022
Indigo,2019-03-18,Kolkata,Banglore,17:15:00,19:55:00,160,0.0,No Info,4462
Jet Airways,2019-06-06,Kolkata,Banglore,21:10:00,04:40:00,450,1.0,No Info,13374
Indigo,2019-06-27,Delhi,Cochin,05:10:00,10:05:00,295,1.0,No Info,6496
Indigo,2019-06-01,Kolkata,Banglore,09:35:00,12:10:00,155,0.0,No Info,4804
Indigo,2019-03-09,Delhi,Cochin,06:40:00,21:00:00,860,1.0,No Info,12351
Multiple Carriers,2019-05-21,Delhi,Cochin,15:05:00,01:30:00,625,2.0,No Info,16655
Indigo,2019-03-27,Chennai,Kolkata,19:35:00,21:55:00,140,0.0,No Info,3858
Spicejet,2019-05-27,Delhi,Cochin,08:45:00,13:15:00,270,1.0,No check-in baggage included,5158
Jet Airways,2019-06-09,Banglore,Delhi,15:15:00,18:10:00,175,0.0,In-flight meal not included,7229
Air India,2019-06-06,Kolkata,Banglore,16:50:00,05:35:00,765,2.0,No Info,11432
Jet Airways,2019-05-09,Delhi,Cochin,13:00:00,19:00:00,360,1.0,No Info,15554
Air Asia,2019-03-27,Kolkata,Banglore,22:50:00,01:20:00,150,0.0,No Info,3782
Air India,2019-03-06,Delhi,Cochin,06:50:00,07:40:00,1490,2.0,No Info,20416
Air India,2019-03-18,Banglore,New Delhi,06:45:00,16:20:00,575,2.0,No Info,12935
Spicejet,2019-06-03,Delhi,Cochin,08:45:00,13:15:00,270,1.0,No check-in baggage included,5726
Indigo,2019-06-12,Delhi,Cochin,23:30:00,04:35:00,305,1.0,No Info,10112
Indigo,2019-06-27,Kolkata,Banglore,14:25:00,16:55:00,150,0.0,No Info,4804
Jet Airways,2019-03-06,Banglore,New Delhi,14:05:00,05:05:00,900,1.0,In-flight meal not included,13502
Air India,2019-05-18,Delhi,Cochin,10:00:00,19:15:00,555,1.0,No Info,8879
Indigo,2019-03-03,Banglore,New Delhi,18:25:00,21:20:00,175,0.0,No Info,8855
Jet Airways,2019-06-24,Banglore,Delhi,11:10:00,14:05:00,175,0.0,In-flight meal not included,5769
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,22:35:00,520,1.0,In-flight meal not included,11134
Jet Airways,2019-05-15,Kolkata,Banglore,10:20:00,17:35:00,435,1.0,No Info,8355
Jet Airways,2019-06-06,Delhi,Cochin,22:50:00,04:25:00,335,1.0,In-flight meal not included,10262
Indigo,2019-03-06,Chennai,Kolkata,13:20:00,15:35:00,135,0.0,No Info,7295
Indigo,2019-03-24,Chennai,Kolkata,11:35:00,14:00:00,145,0.0,No Info,4332
Spicejet,2019-03-21,Kolkata,Banglore,06:55:00,09:35:00,160,0.0,No check-in baggage included,3815
Jet Airways,2019-03-24,Kolkata,Banglore,21:10:00,20:40:00,1410,1.0,In-flight meal not included,10031
Indigo,2019-06-21,Chennai,Kolkata,11:35:00,14:00:00,145,0.0,No Info,3858
Vistara,2019-05-18,Delhi,Cochin,14:40:00,17:50:00,190,0.0,No Info,6741
Multiple Carriers,2019-03-09,Delhi,Cochin,17:50:00,01:35:00,465,2.0,No Info,23583
Jet Airways,2019-06-01,Delhi,Cochin,10:00:00,12:35:00,1595,1.0,In-flight meal not included,10262
Jet Airways,2019-03-12,Banglore,New Delhi,08:55:00,10:25:00,1530,1.0,In-flight meal not included,11087
Spicejet,2019-06-27,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No check-in baggage included,3841
Multiple Carriers,2019-05-27,Delhi,Cochin,11:30:00,19:15:00,465,1.0,No Info,15898
Multiple Carriers,2019-05-15,Delhi,Cochin,07:30:00,19:00:00,690,1.0,No Info,9315
Indigo,2019-06-12,Banglore,Delhi,23:30:00,02:20:00,170,0.0,No Info,3943
Spicejet,2019-03-24,Banglore,New Delhi,09:35:00,12:30:00,175,0.0,No Info,6309
Indigo,2019-04-01,Kolkata,Banglore,09:20:00,14:15:00,295,1.0,No Info,10308
Air India,2019-03-15,Banglore,New Delhi,10:30:00,22:55:00,745,1.0,No Info,6383
Air India,2019-03-15,Banglore,New Delhi,08:15:00,22:55:00,880,2.0,No Info,7904
Indigo,2019-05-03,Banglore,Delhi,00:30:00,03:25:00,175,0.0,No Info,3943
Indigo,2019-05-15,Kolkata,Banglore,22:15:00,00:50:00,155,0.0,No Info,4804
Air India,2019-06-12,Delhi,Cochin,18:30:00,19:15:00,1485,2.0,No Info,12488
Jet Airways,2019-05-24,Kolkata,Banglore,17:00:00,14:25:00,1285,1.0,No Info,12121
Air India,2019-03-27,Delhi,Cochin,05:55:00,19:15:00,2240,2.0,No Info,8446
Spicejet,2019-05-01,Kolkata,Banglore,11:15:00,18:30:00,435,1.0,No Info,8844
Indigo,2019-06-09,Mumbai,Hyderabad,12:00:00,13:30:00,90,0.0,No Info,2754
Air India,2019-06-06,Delhi,Cochin,10:00:00,19:15:00,555,1.0,No Info,9194
Indigo,2019-05-06,Banglore,Delhi,08:30:00,11:20:00,170,0.0,No Info,4823
Indigo,2019-04-12,Banglore,Delhi,21:15:00,00:15:00,180,0.0,No Info,4990
Jet Airways,2019-03-24,Kolkata,Banglore,06:30:00,19:40:00,790,1.0,No Info,13339
Spicejet,2019-05-12,Banglore,Delhi,21:10:00,00:05:00,175,0.0,No Info,4423
Jet Airways,2019-06-18,Banglore,Delhi,19:50:00,22:50:00,180,0.0,No Info,8016
Indigo,2019-03-06,Delhi,Cochin,07:30:00,13:20:00,350,1.0,No Info,13628
Jet Airways,2019-05-12,Kolkata,Banglore,21:10:00,04:40:00,450,1.0,In-flight meal not included,8586
Jet Airways,2019-06-27,Delhi,Cochin,13:25:00,19:00:00,1775,2.0,In-flight meal not included,11150
Multiple Carriers,2019-06-12,Delhi,Cochin,17:45:00,01:30:00,465,1.0,No Info,6795
Air India,2019-06-12,Delhi,Cochin,13:30:00,08:15:00,1125,1.0,No Info,8991
Jet Airways,2019-06-24,Delhi,Cochin,14:00:00,19:00:00,300,1.0,No Info,14714
Vistara,2019-06-12,Kolkata,Banglore,17:00:00,20:20:00,1640,1.0,No Info,8085
Air India,2019-06-24,Delhi,Cochin,13:15:00,09:25:00,1210,2.0,No Info,8839
Air India,2019-06-09,Kolkata,Banglore,12:00:00,11:10:00,1390,2.0,No Info,10151
Multiple Carriers,2019-05-15,Delhi,Cochin,11:30:00,19:15:00,465,1.0,No Info,14323
Indigo,2019-05-15,Delhi,Cochin,07:30:00,21:00:00,810,1.0,No Info,7191
Indigo,2019-03-21,Delhi,Cochin,08:25:00,21:00:00,755,1.0,No Info,8285
Vistara,2019-03-24,Kolkata,Banglore,09:55:00,09:10:00,1395,1.0,No Info,10842
Indigo,2019-03-03,Delhi,Cochin,06:40:00,12:00:00,320,1.0,No Info,9304
Air India,2019-05-06,Mumbai,Hyderabad,19:30:00,20:45:00,75,0.0,No Info,3100
Indigo,2019-05-15,Banglore,Delhi,21:15:00,00:15:00,180,0.0,No Info,3943
Air India,2019-03-01,Banglore,New Delhi,06:45:00,11:10:00,1705,2.0,No Info,20999
Air India,2019-04-12,Kolkata,Banglore,20:45:00,23:20:00,155,0.0,No Info,4460
Multiple Carriers,2019-03-21,Delhi,Cochin,07:30:00,21:00:00,810,1.0,No Info,9845
Indigo,2019-04-01,Mumbai,Hyderabad,19:05:00,20:35:00,90,0.0,No Info,2754
Indigo,2019-03-27,Delhi,Cochin,07:35:00,12:00:00,265,1.0,No Info,5073
Goair,2019-03-24,Kolkata,Banglore,06:35:00,14:25:00,470,1.0,No Info,4773
Spicejet,2019-06-03,Mumbai,Hyderabad,13:15:00,14:45:00,90,0.0,No check-in baggage included,1965
Multiple Carriers,2019-05-27,Delhi,Cochin,11:25:00,19:15:00,470,1.0,No Info,8625
Indigo,2019-03-03,Delhi,Cochin,04:45:00,13:20:00,515,1.0,No Info,14871
Multiple Carriers,2019-03-27,Delhi,Cochin,10:00:00,18:50:00,530,1.0,No Info,11667
Jet Airways,2019-06-09,Delhi,Cochin,08:00:00,04:25:00,1225,1.0,In-flight meal not included,10262
Air India,2019-05-18,Chennai,Kolkata,11:40:00,13:55:00,135,0.0,No Info,4667
Air India,2019-04-18,Banglore,Delhi,13:20:00,16:10:00,170,0.0,No Info,6121
Jet Airways,2019-05-09,Delhi,Cochin,19:30:00,12:35:00,1025,2.0,In-flight meal not included,13029
Indigo,2019-03-03,Kolkata,Banglore,22:10:00,00:55:00,165,0.0,No Info,5618
Spicejet,2019-04-03,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No Info,3971
Jet Airways,2019-04-18,Banglore,Delhi,06:00:00,08:45:00,165,0.0,No Info,7229
Indigo,2019-05-15,Delhi,Cochin,02:00:00,07:45:00,345,1.0,No Info,6037
Air India,2019-05-03,Kolkata,Banglore,20:45:00,23:20:00,155,0.0,No Info,4145
Indigo,2019-05-01,Kolkata,Banglore,07:10:00,12:40:00,330,1.0,No Info,6111
Indigo,2019-03-24,Banglore,New Delhi,00:40:00,03:25:00,165,0.0,No Info,4238
Jet Airways,2019-05-24,Kolkata,Banglore,14:05:00,22:35:00,510,1.0,In-flight meal not included,10844
Indigo,2019-05-06,Kolkata,Banglore,04:40:00,07:15:00,155,0.0,No Info,4804
Indigo,2019-06-09,Banglore,Delhi,23:30:00,02:20:00,170,0.0,No Info,4591
Jet Airways,2019-04-01,Kolkata,Banglore,20:00:00,16:20:00,1220,1.0,In-flight meal not included,7064
Multiple Carriers,2019-06-24,Delhi,Cochin,09:00:00,21:00:00,720,1.0,No Info,13587
Multiple Carriers,2019-03-21,Delhi,Cochin,09:45:00,21:20:00,695,2.0,No Info,7178
Indigo,2019-06-09,Banglore,Delhi,21:15:00,00:15:00,180,0.0,No Info,3943
Jet Airways,2019-03-21,Delhi,Cochin,10:20:00,18:50:00,1950,2.0,In-flight meal not included,9254
Jet Airways,2019-06-01,Delhi,Cochin,14:00:00,04:25:00,865,1.0,No Info,14714
Air India,2019-03-15,Delhi,Cochin,14:10:00,17:10:00,180,0.0,No Info,5674
Jet Airways,2019-06-09,Kolkata,Banglore,20:25:00,21:05:00,1480,1.0,In-flight meal not included,10539
Spicejet,2019-03-01,Mumbai,Hyderabad,05:45:00,07:05:00,80,0.0,No Info,12475
Jet Airways,2019-05-09,Mumbai,Hyderabad,07:05:00,08:30:00,85,0.0,In-flight meal not included,4995
Indigo,2019-03-21,Banglore,New Delhi,11:20:00,15:25:00,245,1.0,No Info,5746
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,08:15:00,1545,1.0,No Info,13941
Jet Airways,2019-05-21,Delhi,Cochin,19:45:00,04:25:00,520,1.0,In-flight meal not included,12898
Jet Airways,2019-04-01,Banglore,Delhi,06:00:00,08:45:00,165,0.0,In-flight meal not included,4544
Indigo,2019-06-24,Delhi,Cochin,23:30:00,04:35:00,305,1.0,No Info,9165
Jet Airways,2019-05-21,Kolkata,Banglore,20:00:00,04:40:00,520,1.0,In-flight meal not included,10844
Multiple Carriers,2019-06-06,Delhi,Cochin,11:40:00,21:00:00,560,1.0,No Info,7005
Air India,2019-05-18,Mumbai,Hyderabad,13:55:00,15:25:00,90,0.0,No Info,3100
Indigo,2019-06-01,Chennai,Kolkata,05:15:00,07:40:00,145,0.0,No Info,3540
Jet Airways,2019-03-09,Delhi,Cochin,13:55:00,04:25:00,870,2.0,No Info,17229
Air India,2019-05-12,Mumbai,Hyderabad,15:00:00,16:25:00,85,0.0,No Info,3100
Air India,2019-05-27,Delhi,Cochin,20:15:00,19:15:00,1380,2.0,No Info,13381
Jet Airways,2019-05-21,Delhi,Cochin,14:00:00,19:00:00,300,1.0,In-flight meal not included,12898
Air Asia,2019-05-27,Delhi,Cochin,07:55:00,13:25:00,330,1.0,No Info,6451
Indigo,2019-04-09,Delhi,Cochin,10:35:00,01:30:00,895,1.0,No Info,6270
Jet Airways,2019-05-27,Banglore,Delhi,18:55:00,22:00:00,185,0.0,In-flight meal not included,3359
Jet Airways,2019-06-09,Kolkata,Banglore,14:05:00,23:35:00,570,1.0,In-flight meal not included,10844
Air India,2019-05-27,Delhi,Cochin,18:30:00,19:15:00,1485,2.0,No Info,12488
Air Asia,2019-05-15,Kolkata,Banglore,22:40:00,10:40:00,720,1.0,No Info,5192
Jet Airways,2019-06-06,Kolkata,Banglore,18:55:00,04:40:00,585,1.0,No Info,13374
Multiple Carriers,2019-06-12,Delhi,Cochin,10:00:00,21:00:00,660,1.0,No Info,13587
Spicejet,2019-06-15,Chennai,Kolkata,09:45:00,12:00:00,135,0.0,No check-in baggage included,3543
Air India,2019-06-09,Delhi,Cochin,05:00:00,19:15:00,2295,2.0,No Info,9968
Jet Airways,2019-05-18,Delhi,Cochin,20:55:00,04:25:00,450,1.0,No Info,15554
Jet Airways,2019-06-01,Delhi,Cochin,14:00:00,19:00:00,300,1.0,In-flight meal not included,10262
Spicejet,2019-03-09,Mumbai,Hyderabad,22:45:00,00:10:00,85,0.0,No Info,3603
Indigo,2019-06-12,Delhi,Cochin,21:05:00,00:20:00,195,0.0,No Info,6015
Indigo,2019-06-06,Kolkata,Banglore,08:10:00,13:00:00,290,1.0,No Info,5069
Jet Airways,2019-03-18,Banglore,New Delhi,07:00:00,15:15:00,495,1.0,No Info,12284
Air India,2019-05-15,Kolkata,Banglore,09:25:00,18:30:00,545,1.0,No Info,8891
Air India,2019-05-21,Delhi,Cochin,09:30:00,23:00:00,810,1.0,No Info,8907
Multiple Carriers,2019-06-06,Delhi,Cochin,10:35:00,19:15:00,520,1.0,No Info,7354
Jet Airways,2019-06-09,Delhi,Cochin,11:00:00,14:15:00,195,0.0,In-flight meal not included,7202
Air Asia,2019-06-27,Delhi,Cochin,20:45:00,07:10:00,625,1.0,No Info,6451
Jet Airways,2019-04-24,Banglore,Delhi,07:10:00,10:10:00,180,0.0,In-flight meal not included,6144
Spicejet,2019-04-24,Banglore,Delhi,21:10:00,00:05:00,175,0.0,No check-in baggage included,3573
Spicejet,2019-03-27,Mumbai,Hyderabad,13:10:00,14:30:00,80,0.0,No Info,2017
Vistara,2019-03-06,Delhi,Cochin,06:00:00,09:10:00,190,0.0,No Info,12411
Jet Airways,2019-05-24,Kolkata,Banglore,21:10:00,10:05:00,775,1.0,In-flight meal not included,9663
Spicejet,2019-04-03,Kolkata,Banglore,09:00:00,11:25:00,145,0.0,No Info,3873
Jet Airways,2019-06-24,Delhi,Cochin,22:50:00,04:25:00,335,1.0,No Info,14714
Indigo,2019-05-15,Chennai,Kolkata,11:35:00,14:00:00,145,0.0,No Info,4332
Jet Airways,2019-05-21,Kolkata,Banglore,21:10:00,08:15:00,665,1.0,No Info,14781
Jet Airways,2019-03-06,Banglore,New Delhi,20:35:00,19:10:00,1355,1.0,No Info,17471
Multiple Carriers,2019-05-21,Delhi,Cochin,14:55:00,00:55:00,600,1.0,No Info,6878
Jet Airways,2019-04-01,Kolkata,Banglore,08:25:00,18:15:00,590,1.0,No Info,12681
Air India,2019-05-12,Kolkata,Banglore,14:35:00,14:35:00,1440,1.0,No Info,6528
Air India,2019-03-09,Banglore,New Delhi,06:50:00,23:10:00,980,1.0,No Info,5626
Multiple Carriers,2019-05-15,Delhi,Cochin,06:00:00,12:35:00,395,1.0,No Info,9794
Multiple Carriers,2019-06-06,Delhi,Cochin,10:00:00,01:30:00,930,1.0,No Info,7723
Jet Airways,2019-06-24,Delhi,Cochin,13:00:00,12:35:00,1415,1.0,In-flight meal not included,10262
Multiple Carriers,2019-06-12,Delhi,Cochin,09:00:00,21:00:00,720,1.0,No Info,13587
Jet Airways,2019-03-06,Delhi,Cochin,09:55:00,18:50:00,535,1.0,No Info,17024
Multiple Carriers,2019-06-24,Delhi,Cochin,17:50:00,01:30:00,460,2.0,No Info,18275
Spicejet,2019-03-06,Chennai,Kolkata,09:30:00,12:05:00,155,0.0,No Info,7298
Spicejet,2019-04-18,Kolkata,Banglore,06:55:00,09:30:00,155,0.0,No Info,3873
Indigo,2019-06-12,Delhi,Cochin,11:25:00,01:30:00,845,1.0,No Info,5883
Multiple Carriers,2019-06-12,Delhi,Cochin,07:10:00,16:10:00,540,1.0,No Info,6513
Air India,2019-03-15,Banglore,New Delhi,06:55:00,10:50:00,1675,1.0,No Info,7932
Air India,2019-05-15,Kolkata,Banglore,16:50:00,13:45:00,1255,2.0,No Info,15532
Air Asia,2019-03-06,Delhi,Cochin,16:45:00,07:10:00,865,1.0,No Info,8627
Jet Airways,2019-05-18,Kolkata,Banglore,16:30:00,12:00:00,1170,1.0,In-flight meal not included,10844
Jet Airways,2019-06-03,Delhi,Cochin,09:35:00,12:35:00,1620,2.0,In-flight meal not included,11507
Jet Airways,2019-05-09,Delhi,Cochin,11:30:00,12:35:00,1505,1.0,In-flight meal not included,12373
Multiple Carriers,2019-05-27,Delhi,Cochin,09:45:00,16:10:00,385,1.0,No Info,10486
Indigo,2019-04-15,Delhi,Cochin,07:35:00,16:10:00,515,1.0,No Info,6442
Jet Airways,2019-05-21,Delhi,Cochin,02:15:00,12:35:00,620,1.0,In-flight meal not included,12898
Jet Airways,2019-04-01,Kolkata,Banglore,16:30:00,16:20:00,1430,1.0,No Info,12681
Vistara,2019-06-18,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No Info,11982
Jet Airways,2019-06-01,Delhi,Cochin,19:45:00,19:00:00,1395,1.0,No Info,14714
Jet Airways,2019-06-27,Mumbai,Hyderabad,07:05:00,08:30:00,85,0.0,No Info,8040
Multiple Carriers,2019-03-03,Delhi,Cochin,10:20:00,21:00:00,640,1.0,No Info,15147
Air India,2019-06-09,Banglore,Delhi,06:10:00,08:55:00,165,0.0,No Info,6961
Air India,2019-06-09,Kolkata,Banglore,09:25:00,13:45:00,1700,2.0,No Info,11752
Spicejet,2019-06-15,Kolkata,Banglore,06:55:00,09:30:00,155,0.0,No check-in baggage included,3841
Jet Airways,2019-05-21,Delhi,Cochin,19:10:00,19:00:00,1430,2.0,No Info,15129
Jet Airways,2019-03-06,Banglore,New Delhi,14:05:00,07:40:00,1055,1.0,In-flight meal not included,13502
Jet Airways,2019-05-24,Kolkata,Banglore,10:20:00,17:35:00,435,1.0,No Info,8781
Spicejet,2019-05-21,Mumbai,Hyderabad,05:45:00,07:15:00,90,0.0,No check-in baggage included,1965
Jet Airways,2019-04-01,Kolkata,Banglore,18:55:00,09:20:00,865,1.0,In-flight meal not included,7064
Indigo,2019-06-09,Kolkata,Banglore,19:35:00,23:15:00,220,1.0,No Info,5276
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,18:15:00,705,1.0,In-flight meal not included,10844
Indigo,2019-06-15,Delhi,Cochin,16:00:00,01:30:00,570,1.0,No Info,6316
Spicejet,2019-06-21,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No check-in baggage included,3841
Multiple Carriers,2019-06-24,Delhi,Cochin,08:00:00,21:00:00,780,1.0,No Info,13797
Indigo,2019-04-18,Banglore,Delhi,16:55:00,19:55:00,180,0.0,No Info,4990
Jet Airways,2019-03-06,Delhi,Cochin,09:55:00,04:25:00,1110,1.0,No Info,15764
Jet Airways,2019-06-12,Kolkata,Banglore,17:00:00,23:35:00,395,1.0,No Info,12692
